intent_probability,intent_level,action,message,cost_eur,top_reasons,true_label,true_numeric
0.6689,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.819)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.455)"", ""'Administrative' increased the purchase chance (SHAP = +0.390)""]",BROWSER,0
0.0051,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.637)"", ""'Month_May' decreased the purchase chance (SHAP = -2.181)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.239)""]",BROWSER,0
0.004,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.821)"", ""'Month_May' decreased the purchase chance (SHAP = -1.739)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.313)""]",BROWSER,0
0.417,MEDIUM,10% Personalised Discount Coupon,Send a discount code to the user's registered email.,5.0,"[""'PageValues' decreased the purchase chance (SHAP = -1.249)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.442)"", ""'Month_May' increased the purchase chance (SHAP = +0.223)""]",BROWSER,0
0.0025,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.421)"", ""'Month_May' decreased the purchase chance (SHAP = -2.363)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.469)""]",BROWSER,0
0.6288,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' decreased the purchase chance (SHAP = -1.307)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.936)"", ""'ProductRelated' increased the purchase chance (SHAP = +0.251)""]",BROWSER,0
0.1289,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.719)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.407)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.359)""]",BROWSER,0
0.0048,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.547)"", ""'Month_May' decreased the purchase chance (SHAP = -2.358)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.292)""]",BROWSER,0
0.2009,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.733)"", ""'Month_May' increased the purchase chance (SHAP = +0.328)"", ""'Month_Mar' increased the purchase chance (SHAP = +0.249)""]",BROWSER,0
0.862,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.790)"", ""'Month_Oct' decreased the purchase chance (SHAP = -0.237)"", ""'ProductRelated' increased the purchase chance (SHAP = +0.216)""]",BROWSER,0
0.0114,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.954)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.889)"", ""'ProductRelated' increased the purchase chance (SHAP = +0.447)""]",BROWSER,0
0.1326,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.894)"", ""'Month_May' increased the purchase chance (SHAP = +0.253)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.244)""]",BROWSER,0
0.0023,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.293)"", ""'PageValues' decreased the purchase chance (SHAP = -2.173)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.451)""]",BROWSER,0
0.2683,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.800)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.428)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.303)""]",BROWSER,0
0.0035,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.628)"", ""'Month_May' decreased the purchase chance (SHAP = -2.257)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.291)""]",BROWSER,0
0.0026,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.945)"", ""'Month_May' decreased the purchase chance (SHAP = -2.211)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.293)""]",BROWSER,0
0.0074,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.090)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.999)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.330)""]",BROWSER,0
0.0989,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.906)"", ""'Month_May' increased the purchase chance (SHAP = +0.292)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.228)""]",BROWSER,0
0.8097,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +0.914)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.755)"", ""'Administrative' decreased the purchase chance (SHAP = -0.321)""]",BROWSER,0
0.0076,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.310)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.950)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.910)""]",BROWSER,0
0.0036,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.497)"", ""'PageValues' decreased the purchase chance (SHAP = -2.421)"", ""'TrafficType_2' decreased the purchase chance (SHAP = -0.332)""]",BROWSER,0
0.0888,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.087)"", ""'TrafficType_3' decreased the purchase chance (SHAP = -0.512)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.385)""]",BROWSER,0
0.8719,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.076)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.776)"", ""'Administrative_Duration' decreased the purchase chance (SHAP = -0.256)""]",BUYER,1
0.9882,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +2.954)"", ""'Administrative' increased the purchase chance (SHAP = +0.359)"", ""'BounceRates' increased the purchase chance (SHAP = +0.306)""]",BUYER,1
0.0519,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.221)"", ""'Month_May' increased the purchase chance (SHAP = +0.241)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.224)""]",BROWSER,0
0.0596,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.799)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.576)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.458)""]",BROWSER,0
0.3997,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.361)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.718)"", ""'Region_4' decreased the purchase chance (SHAP = -0.330)""]",BROWSER,0
0.2885,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.869)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.571)"", ""'Month_May' increased the purchase chance (SHAP = +0.211)""]",BROWSER,0
0.1348,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.495)"", ""'TrafficType_3' decreased the purchase chance (SHAP = -0.274)"", ""'Month_May' increased the purchase chance (SHAP = +0.269)""]",BROWSER,0
0.0082,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.472)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.908)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.392)""]",BROWSER,0
0.0042,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.625)"", ""'PageValues' decreased the purchase chance (SHAP = -2.320)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.315)""]",BROWSER,0
0.0046,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.391)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.916)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.332)""]",BROWSER,0
0.1118,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.571)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.493)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.458)""]",BUYER,1
0.0469,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.986)"", ""'Month_Oct' decreased the purchase chance (SHAP = -0.342)"", ""'Month_May' increased the purchase chance (SHAP = +0.295)""]",BROWSER,0
0.0032,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.332)"", ""'Month_May' decreased the purchase chance (SHAP = -2.284)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.738)""]",BROWSER,0
0.0043,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.486)"", ""'Month_May' decreased the purchase chance (SHAP = -2.479)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.302)""]",BROWSER,0
0.153,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.538)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.277)"", ""'Month_May' increased the purchase chance (SHAP = +0.265)""]",BROWSER,0
0.157,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.537)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.385)"", ""'Month_May' increased the purchase chance (SHAP = +0.301)""]",BROWSER,0
0.1683,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.320)"", ""'Month_May' increased the purchase chance (SHAP = +0.342)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.303)""]",BROWSER,0
0.2198,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.504)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.576)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.490)""]",BROWSER,0
0.0044,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.936)"", ""'Month_May' decreased the purchase chance (SHAP = -2.203)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.217)""]",BROWSER,0
0.0035,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.432)"", ""'Month_May' decreased the purchase chance (SHAP = -2.291)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.332)""]",BROWSER,0
0.1694,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.893)"", ""'Month_May' increased the purchase chance (SHAP = +0.334)"", ""'Informational_Duration' decreased the purchase chance (SHAP = -0.274)""]",BROWSER,0
0.8897,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.575)"", ""'Administrative' increased the purchase chance (SHAP = +0.429)"", ""'Informational_Duration' decreased the purchase chance (SHAP = -0.337)""]",BUYER,1
0.251,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.665)"", ""'Month_May' increased the purchase chance (SHAP = +0.340)"", ""'Administrative_Duration' increased the purchase chance (SHAP = +0.264)""]",BROWSER,0
0.1618,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.281)"", ""'Month_May' increased the purchase chance (SHAP = +0.340)"", ""'Month_Dec' decreased the purchase chance (SHAP = -0.262)""]",BROWSER,0
0.0165,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.684)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.649)"", ""'Month_Dec' decreased the purchase chance (SHAP = -0.261)""]",BROWSER,0
0.3121,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.233)"", ""'TrafficType_2' decreased the purchase chance (SHAP = -0.364)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.359)""]",BROWSER,0
0.0072,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.271)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.968)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.309)""]",BROWSER,0
0.9035,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +2.075)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.512)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.407)""]",BUYER,1
0.132,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.449)"", ""'Informational_Duration' decreased the purchase chance (SHAP = -0.483)"", ""'Region_4' decreased the purchase chance (SHAP = -0.390)""]",BROWSER,0
0.7851,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +2.605)"", ""'Month_Mar' decreased the purchase chance (SHAP = -0.783)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.251)""]",BUYER,1
0.9401,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +2.927)"", ""'BounceRates' increased the purchase chance (SHAP = +0.389)"", ""'Month_Dec' decreased the purchase chance (SHAP = -0.248)""]",BUYER,1
0.0074,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.555)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.972)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.260)""]",BROWSER,0
0.0044,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.429)"", ""'PageValues' decreased the purchase chance (SHAP = -2.227)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.345)""]",BROWSER,0
